	textid	text	pair	target
11292	11292	The doctor next to the actor thanked the manager .	The actor thanked the manager .	non-entailment
11293	11293	The scientists next to the lawyer shouted .	The lawyer shouted .	non-entailment
11294	11294	The presidents in front of the manager thanked the tourist .	The manager thanked the tourist .	non-entailment
11295	11295	The scientists in front of the student recognized the manager .	The student recognized the manager .	non-entailment
11296	11296	The author near the senator performed .	The senator performed .	non-entailment
11297	11297	The banker in front of the lawyers recognized the tourists .	The lawyers recognized the tourists .	non-entailment
11298	11298	The banker behind the lawyer called the artists .	The lawyer called the artists .	non-entailment
11299	11299	The professors by the lawyers helped the tourists .	The lawyers helped the tourists .	non-entailment
11300	11300	The actor behind the manager shouted .	The manager shouted .	non-entailment
11301	11301	The scientist in front of the actor helped the professors .	The actor helped the professors .	non-entailment
11302	11302	The lawyer next to the doctor arrived .	The doctor arrived .	non-entailment
11303	11303	The actors near the doctors danced .	The doctors danced .	non-entailment
11304	11304	The professors in front of the tourist waited .	The tourist waited .	non-entailment
11305	11305	The secretaries by the senators recommended the banker .	The senators recommended the banker .	non-entailment
11306	11306	The doctor by the secretaries performed .	The secretaries performed .	non-entailment
11307	11307	The managers near the artists shouted .	The artists shouted .	non-entailment
11308	11308	The bankers in front of the professors avoided the senators .	The professors avoided the senators .	non-entailment
11309	11309	The artists by the bankers contacted the presidents .	The bankers contacted the presidents .	non-entailment
11310	11310	The judges near the professors avoided the manager .	The professors avoided the manager .	non-entailment
11311	11311	The senator by the doctors contacted the professors .	The doctors contacted the professors .	non-entailment
11312	11312	The professor behind the presidents performed .	The presidents performed .	non-entailment
11313	11313	The secretaries behind the judges resigned .	The judges resigned .	non-entailment
11314	11314	The lawyers by the banker performed .	The banker performed .	non-entailment
11315	11315	The professor behind the scientists waited .	The scientists waited .	non-entailment
11316	11316	The manager behind the senator performed .	The senator performed .	non-entailment
11317	11317	The secretary in front of the artists resigned .	The artists resigned .	non-entailment
11318	11318	The judges next to the students introduced the senator .	The students introduced the senator .	non-entailment
11319	11319	The judges behind the student helped the artists .	The student helped the artists .	non-entailment
11320	11320	The senator near the doctors stopped the professors .	The doctors stopped the professors .	non-entailment
11321	11321	The artists in front of the tourists helped the student .	The tourists helped the student .	non-entailment
11322	11322	The athlete behind the judges slept .	The judges slept .	non-entailment
11323	11323	The judge next to the bankers mentioned the secretaries .	The bankers mentioned the secretaries .	non-entailment
11324	11324	The banker by the professor believed the authors .	The professor believed the authors .	non-entailment
11325	11325	The actors in front of the authors resigned .	The authors resigned .	non-entailment
11326	11326	The scientists in front of the judges waited .	The judges waited .	non-entailment
11327	11327	The artist behind the scientist shouted .	The scientist shouted .	non-entailment
11328	11328	The managers by the tourist helped the judge .	The tourist helped the judge .	non-entailment
11329	11329	The bankers near the artists supported the authors .	The artists supported the authors .	non-entailment
11330	11330	The judges near the artist danced .	The artist danced .	non-entailment
11331	11331	The scientist near the secretaries helped the artist .	The secretaries helped the artist .	non-entailment
11332	11332	The judge behind the authors contacted the student .	The authors contacted the student .	non-entailment
11333	11333	The professor behind the tourists performed .	The tourists performed .	non-entailment
11334	11334	The judge by the manager performed .	The manager performed .	non-entailment
11335	11335	The athletes by the actors introduced the scientists .	The actors introduced the scientists .	non-entailment
11336	11336	The lawyer next to the doctor recognized the manager .	The doctor recognized the manager .	non-entailment
11337	11337	The tourists next to the judge advised the lawyer .	The judge advised the lawyer .	non-entailment
11338	11338	The doctor by the student resigned .	The student resigned .	non-entailment
11339	11339	The judges near the senator supported the professor .	The senator supported the professor .	non-entailment
11340	11340	The managers in front of the lawyers admired the actor .	The lawyers admired the actor .	non-entailment
11341	11341	The professors next to the secretary waited .	The secretary waited .	non-entailment
11342	11342	The authors next to the judge called the president .	The judge called the president .	non-entailment
11343	11343	The managers by the secretary slept .	The secretary slept .	non-entailment
11344	11344	The presidents next to the bankers supported the student .	The bankers supported the student .	non-entailment
11345	11345	The artists near the scientist recognized the bankers .	The scientist recognized the bankers .	non-entailment
11346	11346	The tourists behind the senators admired the artist .	The senators admired the artist .	non-entailment
11347	11347	The scientists by the authors danced .	The authors danced .	non-entailment
11348	11348	The managers next to the actor called the student .	The actor called the student .	non-entailment
11349	11349	The scientist by the student shouted .	The student shouted .	non-entailment
11350	11350	The presidents behind the senators contacted the lawyers .	The senators contacted the lawyers .	non-entailment
11351	11351	The lawyers next to the tourists advised the senator .	The tourists advised the senator .	non-entailment
11352	11352	The judges near the athletes recommended the doctors .	The athletes recommended the doctors .	non-entailment
11353	11353	The president by the lawyer danced .	The lawyer danced .	non-entailment
11354	11354	The artist next to the senators arrived .	The senators arrived .	non-entailment
11355	11355	The scientist by the judge supported the actor .	The judge supported the actor .	non-entailment
11356	11356	The actors next to the artist introduced the senator .	The artist introduced the senator .	non-entailment
11357	11357	The students next to the artists slept .	The artists slept .	non-entailment
11358	11358	The secretary by the senators supported the actor .	The senators supported the actor .	non-entailment
11359	11359	The students next to the professor danced .	The professor danced .	non-entailment
11360	11360	The judge next to the senators thanked the doctor .	The senators thanked the doctor .	non-entailment
11361	11361	The secretaries near the authors helped the president .	The authors helped the president .	non-entailment
11362	11362	The artists by the doctor waited .	The doctor waited .	non-entailment
11363	11363	The presidents in front of the senator mentioned the doctors .	The senator mentioned the doctors .	non-entailment
11364	11364	The student in front of the managers mentioned the judge .	The managers mentioned the judge .	non-entailment
11365	11365	The secretary behind the lawyer encouraged the banker .	The lawyer encouraged the banker .	non-entailment
11366	11366	The bankers by the doctors recognized the secretaries .	The doctors recognized the secretaries .	non-entailment
11367	11367	The senators in front of the president believed the secretaries .	The president believed the secretaries .	non-entailment
11368	11368	The tourist next to the secretaries waited .	The secretaries waited .	non-entailment
11369	11369	The secretaries by the author performed .	The author performed .	non-entailment
11370	11370	The secretary in front of the professor shouted .	The professor shouted .	non-entailment
11371	11371	The managers behind the secretaries admired the athletes .	The secretaries admired the athletes .	non-entailment
11372	11372	The professors in front of the doctors saw the actor .	The doctors saw the actor .	non-entailment
11373	11373	The scientist next to the judges called the tourist .	The judges called the tourist .	non-entailment
11374	11374	The athlete in front of the author slept .	The author slept .	non-entailment
11375	11375	The senators near the managers shouted .	The managers shouted .	non-entailment
11376	11376	The actors by the professor avoided the authors .	The professor avoided the authors .	non-entailment
11377	11377	The senators in front of the lawyer helped the presidents .	The lawyer helped the presidents .	non-entailment
11378	11378	The student near the professor saw the doctor .	The professor saw the doctor .	non-entailment
11379	11379	The doctor by the president encouraged the actors .	The president encouraged the actors .	non-entailment
11380	11380	The author in front of the scientist stopped the lawyer .	The scientist stopped the lawyer .	non-entailment
11381	11381	The judge by the secretaries waited .	The secretaries waited .	non-entailment
11382	11382	The students in front of the doctors performed .	The doctors performed .	non-entailment
11383	11383	The authors near the actor slept .	The actor slept .	non-entailment
11384	11384	The judges in front of the actor recognized the managers .	The actor recognized the managers .	non-entailment
11385	11385	The secretaries near the students recommended the author .	The students recommended the author .	non-entailment
11386	11386	The judges in front of the professor called the lawyer .	The professor called the lawyer .	non-entailment
11387	11387	The scientists near the doctors shouted .	The doctors shouted .	non-entailment
11388	11388	The actor near the managers admired the senator .	The managers admired the senator .	non-entailment
11389	11389	The banker next to the artist introduced the scientists .	The artist introduced the scientists .	non-entailment
11390	11390	The actor next to the professor called the lawyer .	The professor called the lawyer .	non-entailment
11391	11391	The senators by the artists waited .	The artists waited .	non-entailment
11392	11392	The judges near the lawyers saw the author .	The lawyers saw the author .	non-entailment
11393	11393	The tourist in front of the artists encouraged the actors .	The artists encouraged the actors .	non-entailment
11394	11394	The authors near the scientist saw the secretaries .	The scientist saw the secretaries .	non-entailment
11395	11395	The doctors by the scientist performed .	The scientist performed .	non-entailment
11396	11396	The senators near the tourists arrived .	The tourists arrived .	non-entailment
11397	11397	The senator behind the bankers mentioned the actor .	The bankers mentioned the actor .	non-entailment
11398	11398	The presidents behind the actors mentioned the artist .	The actors mentioned the artist .	non-entailment
11399	11399	The bankers next to the tourist mentioned the secretaries .	The tourist mentioned the secretaries .	non-entailment
11400	11400	The secretary in front of the actors slept .	The actors slept .	non-entailment
11401	11401	The professors by the presidents supported the doctor .	The presidents supported the doctor .	non-entailment
11402	11402	The scientists behind the actors performed .	The actors performed .	non-entailment
11403	11403	The tourists near the author stopped the managers .	The author stopped the managers .	non-entailment
11404	11404	The actors in front of the banker helped the author .	The banker helped the author .	non-entailment
11405	11405	The senator in front of the authors supported the artists .	The authors supported the artists .	non-entailment
11406	11406	The students next to the tourists recommended the athlete .	The tourists recommended the athlete .	non-entailment
11407	11407	The artists next to the tourist encouraged the doctor .	The tourist encouraged the doctor .	non-entailment
11408	11408	The authors near the judges advised the tourists .	The judges advised the tourists .	non-entailment
11409	11409	The president behind the lawyers avoided the author .	The lawyers avoided the author .	non-entailment
11410	11410	The lawyer next to the judge supported the professors .	The judge supported the professors .	non-entailment
11411	11411	The authors in front of the senators avoided the students .	The senators avoided the students .	non-entailment
11412	11412	The students by the professors performed .	The professors performed .	non-entailment
11413	11413	The lawyers by the actors supported the banker .	The actors supported the banker .	non-entailment
11414	11414	The scientist next to the professors danced .	The professors danced .	non-entailment
11415	11415	The athletes by the professors believed the manager .	The professors believed the manager .	non-entailment
11416	11416	The professor behind the doctor called the secretary .	The doctor called the secretary .	non-entailment
11417	11417	The scientists near the student contacted the professors .	The student contacted the professors .	non-entailment
11418	11418	The managers next to the artists mentioned the banker .	The artists mentioned the banker .	non-entailment
11419	11419	The professor in front of the senator saw the judges .	The senator saw the judges .	non-entailment
11420	11420	The artists by the senator recognized the actors .	The senator recognized the actors .	non-entailment
11421	11421	The authors near the banker helped the artist .	The banker helped the artist .	non-entailment
11422	11422	The bankers near the athletes resigned .	The athletes resigned .	non-entailment
11423	11423	The authors next to the scientists called the artists .	The scientists called the artists .	non-entailment
11424	11424	The manager behind the artist recognized the authors .	The artist recognized the authors .	non-entailment
11425	11425	The manager behind the doctors shouted .	The doctors shouted .	non-entailment
11426	11426	The senator in front of the students saw the athlete .	The students saw the athlete .	non-entailment
11427	11427	The doctor behind the authors admired the student .	The authors admired the student .	non-entailment
11428	11428	The professors behind the secretary encouraged the artists .	The secretary encouraged the artists .	non-entailment
11429	11429	The artist next to the doctor stopped the lawyer .	The doctor stopped the lawyer .	non-entailment
11430	11430	The doctor in front of the senators advised the managers .	The senators advised the managers .	non-entailment
11431	11431	The judge by the student admired the senator .	The student admired the senator .	non-entailment
11432	11432	The managers behind the judge thanked the secretaries .	The judge thanked the secretaries .	non-entailment
11433	11433	The actors near the presidents performed .	The presidents performed .	non-entailment
11434	11434	The managers by the senators encouraged the author .	The senators encouraged the author .	non-entailment
11435	11435	The authors by the scientist stopped the president .	The scientist stopped the president .	non-entailment
11436	11436	The judges behind the scientist shouted .	The scientist shouted .	non-entailment
11437	11437	The bankers behind the scientist contacted the senator .	The scientist contacted the senator .	non-entailment
11438	11438	The athlete behind the author contacted the artists .	The author contacted the artists .	non-entailment
11439	11439	The senator by the bankers ran .	The bankers ran .	non-entailment
11440	11440	The lawyer by the tourist stopped the banker .	The tourist stopped the banker .	non-entailment
11441	11441	The actors behind the professors recommended the doctors .	The professors recommended the doctors .	non-entailment
11442	11442	The tourist near the author introduced the secretary .	The author introduced the secretary .	non-entailment
11443	11443	The tourist near the students mentioned the artist .	The students mentioned the artist .	non-entailment
11444	11444	The artists next to the senators waited .	The senators waited .	non-entailment
11445	11445	The senators next to the artists shouted .	The artists shouted .	non-entailment
11446	11446	The president behind the artists called the banker .	The artists called the banker .	non-entailment
11447	11447	The students by the president shouted .	The president shouted .	non-entailment
11448	11448	The artist behind the judges recommended the lawyer .	The judges recommended the lawyer .	non-entailment
11449	11449	The student behind the secretaries encouraged the professor .	The secretaries encouraged the professor .	non-entailment
11450	11450	The bankers behind the tourist resigned .	The tourist resigned .	non-entailment
11451	11451	The judge in front of the actor advised the author .	The actor advised the author .	non-entailment
11452	11452	The tourist next to the author believed the athlete .	The author believed the athlete .	non-entailment
11453	11453	The senator next to the students ran .	The students ran .	non-entailment
11454	11454	The bankers behind the president contacted the managers .	The president contacted the managers .	non-entailment
11455	11455	The athletes near the artists resigned .	The artists resigned .	non-entailment
11456	11456	The tourists by the judges admired the actors .	The judges admired the actors .	non-entailment
11457	11457	The senator behind the presidents resigned .	The presidents resigned .	non-entailment
11458	11458	The judge near the student mentioned the artist .	The student mentioned the artist .	non-entailment
11459	11459	The lawyer in front of the authors mentioned the tourist .	The authors mentioned the tourist .	non-entailment
11460	11460	The tourist by the senator helped the professor .	The senator helped the professor .	non-entailment
11461	11461	The scientist behind the lawyer mentioned the president .	The lawyer mentioned the president .	non-entailment
11462	11462	The senators next to the students slept .	The students slept .	non-entailment
11463	11463	The senators near the bankers slept .	The bankers slept .	non-entailment
11464	11464	The student in front of the manager slept .	The manager slept .	non-entailment
11465	11465	The doctor near the athlete avoided the lawyer .	The athlete avoided the lawyer .	non-entailment
11466	11466	The lawyers next to the doctor mentioned the scientist .	The doctor mentioned the scientist .	non-entailment
11467	11467	The actors near the tourists contacted the athlete .	The tourists contacted the athlete .	non-entailment
11468	11468	The judges behind the artist slept .	The artist slept .	non-entailment
11469	11469	The managers in front of the athletes admired the banker .	The athletes admired the banker .	non-entailment
11470	11470	The authors near the secretaries slept .	The secretaries slept .	non-entailment
11471	11471	The manager next to the professors introduced the lawyer .	The professors introduced the lawyer .	non-entailment
11472	11472	The student behind the senators waited .	The senators waited .	non-entailment
11473	11473	The senators in front of the managers waited .	The managers waited .	non-entailment
11474	11474	The athlete behind the tourists avoided the scientists .	The tourists avoided the scientists .	non-entailment
11475	11475	The banker next to the judges shouted .	The judges shouted .	non-entailment
11476	11476	The president next to the tourists advised the professor .	The tourists advised the professor .	non-entailment
11477	11477	The artists next to the president stopped the scientists .	The president stopped the scientists .	non-entailment
11478	11478	The athlete next to the lawyer slept .	The lawyer slept .	non-entailment
11479	11479	The presidents in front of the athletes recommended the artist .	The athletes recommended the artist .	non-entailment
11480	11480	The manager near the doctor supported the senator .	The doctor supported the senator .	non-entailment
11481	11481	The athletes near the tourists waited .	The tourists waited .	non-entailment
11482	11482	The student by the actor supported the professors .	The actor supported the professors .	non-entailment
11483	11483	The presidents behind the senator waited .	The senator waited .	non-entailment
11484	11484	The author next to the presidents believed the artists .	The presidents believed the artists .	non-entailment
11485	11485	The professor next to the judges mentioned the authors .	The judges mentioned the authors .	non-entailment
11486	11486	The lawyers by the actor supported the athletes .	The actor supported the athletes .	non-entailment
11487	11487	The artist near the secretaries introduced the actors .	The secretaries introduced the actors .	non-entailment
11488	11488	The president in front of the authors advised the actors .	The authors advised the actors .	non-entailment
11489	11489	The actor in front of the athlete believed the secretary .	The athlete believed the secretary .	non-entailment
11490	11490	The tourist next to the student resigned .	The student resigned .	non-entailment
11491	11491	The actors in front of the banker admired the artist .	The banker admired the artist .	non-entailment
11492	11492	The athletes in front of the judge encouraged the student .	The judge encouraged the student .	non-entailment
11493	11493	The doctors by the athlete performed .	The athlete performed .	non-entailment
11494	11494	The athlete near the scientist waited .	The scientist waited .	non-entailment
11495	11495	The scientist behind the presidents ran .	The presidents ran .	non-entailment
11496	11496	The athlete next to the scientist believed the lawyer .	The scientist believed the lawyer .	non-entailment
11497	11497	The secretaries in front of the manager encouraged the tourist .	The manager encouraged the tourist .	non-entailment
11498	11498	The authors next to the bankers resigned .	The bankers resigned .	non-entailment
11499	11499	The artist next to the tourists avoided the secretaries .	The tourists avoided the secretaries .	non-entailment
11500	11500	The presidents by the judge believed the scientists .	The judge believed the scientists .	non-entailment
11501	11501	The professor next to the athlete slept .	The athlete slept .	non-entailment
11502	11502	The actors by the secretary shouted .	The secretary shouted .	non-entailment
11503	11503	The doctor next to the athletes recognized the judge .	The athletes recognized the judge .	non-entailment
11504	11504	The presidents behind the manager waited .	The manager waited .	non-entailment
11505	11505	The artist behind the lawyers mentioned the secretary .	The lawyers mentioned the secretary .	non-entailment
11506	11506	The professor near the actor waited .	The actor waited .	non-entailment
11507	11507	The scientist in front of the authors stopped the professor .	The authors stopped the professor .	non-entailment
11508	11508	The lawyer near the artist danced .	The artist danced .	non-entailment
11509	11509	The authors in front of the judges arrived .	The judges arrived .	non-entailment
11510	11510	The bankers in front of the presidents recommended the doctors .	The presidents recommended the doctors .	non-entailment
11511	11511	The president in front of the judges supported the professor .	The judges supported the professor .	non-entailment
11512	11512	The banker behind the presidents resigned .	The presidents resigned .	non-entailment
11513	11513	The student next to the professors helped the managers .	The professors helped the managers .	non-entailment
11514	11514	The authors behind the managers encouraged the lawyers .	The managers encouraged the lawyers .	non-entailment
11515	11515	The secretary by the lawyers arrived .	The lawyers arrived .	non-entailment
11516	11516	The actor by the authors advised the presidents .	The authors advised the presidents .	non-entailment
11517	11517	The senator by the lawyers introduced the athletes .	The lawyers introduced the athletes .	non-entailment
11518	11518	The doctors near the managers ran .	The managers ran .	non-entailment
11519	11519	The student by the author recommended the judges .	The author recommended the judges .	non-entailment
11520	11520	The actors near the lawyers helped the doctors .	The lawyers helped the doctors .	non-entailment
11521	11521	The bankers near the doctors resigned .	The doctors resigned .	non-entailment
11522	11522	The senators near the athlete ran .	The athlete ran .	non-entailment
11523	11523	The senator next to the actors recommended the tourists .	The actors recommended the tourists .	non-entailment
11524	11524	The president near the athlete recommended the scientists .	The athlete recommended the scientists .	non-entailment
11525	11525	The scientist behind the student helped the judges .	The student helped the judges .	non-entailment
11526	11526	The president behind the judge waited .	The judge waited .	non-entailment
11527	11527	The tourist behind the professor recommended the managers .	The professor recommended the managers .	non-entailment
11528	11528	The bankers by the manager saw the senator .	The manager saw the senator .	non-entailment
11529	11529	The senators near the students encouraged the professors .	The students encouraged the professors .	non-entailment
11530	11530	The tourist behind the students believed the senators .	The students believed the senators .	non-entailment
11531	11531	The scientist next to the actor stopped the judge .	The actor stopped the judge .	non-entailment
11532	11532	The tourists near the presidents ran .	The presidents ran .	non-entailment
11533	11533	The athlete next to the managers waited .	The managers waited .	non-entailment
11534	11534	The secretaries by the students mentioned the actors .	The students mentioned the actors .	non-entailment
11535	11535	The secretaries next to the lawyers resigned .	The lawyers resigned .	non-entailment
11536	11536	The secretaries in front of the author encouraged the banker .	The author encouraged the banker .	non-entailment
11537	11537	The secretary by the senator mentioned the doctors .	The senator mentioned the doctors .	non-entailment
11538	11538	The artists in front of the president helped the secretary .	The president helped the secretary .	non-entailment
11539	11539	The authors behind the tourist introduced the manager .	The tourist introduced the manager .	non-entailment
11540	11540	The scientist by the senators recommended the judges .	The senators recommended the judges .	non-entailment
11541	11541	The judge next to the athlete believed the author .	The athlete believed the author .	non-entailment
11542	11542	The professors in front of the artists waited .	The artists waited .	non-entailment
11543	11543	The authors near the tourist advised the president .	The tourist advised the president .	non-entailment
11544	11544	The actor by the presidents performed .	The presidents performed .	non-entailment
11545	11545	The scientists in front of the actor recommended the artists .	The actor recommended the artists .	non-entailment
11546	11546	The manager behind the secretaries recommended the professor .	The secretaries recommended the professor .	non-entailment
11547	11547	The lawyers in front of the athlete performed .	The athlete performed .	non-entailment
11548	11548	The lawyer near the artists introduced the manager .	The artists introduced the manager .	non-entailment
11549	11549	The scientist by the author waited .	The author waited .	non-entailment
11550	11550	The secretary near the author shouted .	The author shouted .	non-entailment
11551	11551	The lawyer near the artist waited .	The artist waited .	non-entailment
11552	11552	The banker next to the doctor contacted the professor .	The doctor contacted the professor .	non-entailment
11553	11553	The secretaries behind the authors recognized the bankers .	The authors recognized the bankers .	non-entailment
11554	11554	The managers near the athletes helped the student .	The athletes helped the student .	non-entailment
11555	11555	The tourist behind the student arrived .	The student arrived .	non-entailment
11556	11556	The actor by the student recommended the secretary .	The student recommended the secretary .	non-entailment
11557	11557	The bankers by the artist recommended the senator .	The artist recommended the senator .	non-entailment
11558	11558	The scientists in front of the banker contacted the artists .	The banker contacted the artists .	non-entailment
11559	11559	The presidents by the student admired the bankers .	The student admired the bankers .	non-entailment
11560	11560	The doctor by the professor saw the judges .	The professor saw the judges .	non-entailment
11561	11561	The actor by the author waited .	The author waited .	non-entailment
11562	11562	The tourist by the athlete danced .	The athlete danced .	non-entailment
11563	11563	The scientist next to the president thanked the doctors .	The president thanked the doctors .	non-entailment
11564	11564	The author by the lawyers slept .	The lawyers slept .	non-entailment
11565	11565	The author near the tourist recognized the bankers .	The tourist recognized the bankers .	non-entailment
11566	11566	The presidents behind the manager danced .	The manager danced .	non-entailment
11567	11567	The judges in front of the actor advised the doctors .	The actor advised the doctors .	non-entailment
11568	11568	The manager by the senator waited .	The senator waited .	non-entailment
11569	11569	The doctor near the student called the actors .	The student called the actors .	non-entailment
11570	11570	The senators behind the lawyers avoided the banker .	The lawyers avoided the banker .	non-entailment
11571	11571	The professor next to the tourists advised the presidents .	The tourists advised the presidents .	non-entailment
11572	11572	The actors behind the manager resigned .	The manager resigned .	non-entailment
11573	11573	The manager in front of the senators recognized the artist .	The senators recognized the artist .	non-entailment
11574	11574	The judge next to the authors avoided the secretary .	The authors avoided the secretary .	non-entailment
11575	11575	The scientist behind the bankers mentioned the judge .	The bankers mentioned the judge .	non-entailment
11576	11576	The doctors by the presidents called the athletes .	The presidents called the athletes .	non-entailment
11577	11577	The authors behind the artists recommended the professor .	The artists recommended the professor .	non-entailment
11578	11578	The actor behind the senator saw the bankers .	The senator saw the bankers .	non-entailment
11579	11579	The secretaries in front of the athlete resigned .	The athlete resigned .	non-entailment
11580	11580	The artists in front of the presidents thanked the actor .	The presidents thanked the actor .	non-entailment
11581	11581	The author next to the student helped the actors .	The student helped the actors .	non-entailment
11582	11582	The bankers near the manager called the secretaries .	The manager called the secretaries .	non-entailment
11583	11583	The doctors by the banker introduced the artist .	The banker introduced the artist .	non-entailment
11584	11584	The professor next to the banker stopped the secretary .	The banker stopped the secretary .	non-entailment
11585	11585	The athlete behind the tourists recognized the senators .	The tourists recognized the senators .	non-entailment
11586	11586	The lawyer by the artist recommended the president .	The artist recommended the president .	non-entailment
11587	11587	The bankers near the doctor saw the athlete .	The doctor saw the athlete .	non-entailment
11588	11588	The tourist in front of the actor recognized the senator .	The actor recognized the senator .	non-entailment
11589	11589	The lawyer near the professors encouraged the tourist .	The professors encouraged the tourist .	non-entailment
11590	11590	The actor behind the tourists shouted .	The tourists shouted .	non-entailment
11591	11591	The professors next to the bankers called the senator .	The bankers called the senator .	non-entailment
11592	11592	The artist by the author slept .	The author slept .	non-entailment
11593	11593	The professor behind the scientists advised the tourist .	The scientists advised the tourist .	non-entailment
11594	11594	The athlete in front of the scientists contacted the secretaries .	The scientists contacted the secretaries .	non-entailment
11595	11595	The athletes behind the banker contacted the actors .	The banker contacted the actors .	non-entailment
11596	11596	The lawyers next to the scientist danced .	The scientist danced .	non-entailment
11597	11597	The managers near the secretary recommended the doctor .	The secretary recommended the doctor .	non-entailment
11598	11598	The lawyer in front of the secretaries mentioned the senators .	The secretaries mentioned the senators .	non-entailment
11599	11599	The senators near the judges introduced the author .	The judges introduced the author .	non-entailment
11600	11600	The managers in front of the actor believed the doctor .	The actor believed the doctor .	non-entailment
11601	11601	The judge in front of the banker thanked the scientist .	The banker thanked the scientist .	non-entailment
11602	11602	The scientist next to the managers contacted the doctor .	The managers contacted the doctor .	non-entailment
11603	11603	The bankers behind the doctor encouraged the artist .	The doctor encouraged the artist .	non-entailment
11604	11604	The presidents in front of the authors resigned .	The authors resigned .	non-entailment
11605	11605	The athlete next to the banker called the judges .	The banker called the judges .	non-entailment
11606	11606	The artist next to the judges shouted .	The judges shouted .	non-entailment
11607	11607	The author behind the president danced .	The president danced .	non-entailment
11608	11608	The professor behind the artists advised the scientists .	The artists advised the scientists .	non-entailment
11609	11609	The secretary next to the lawyer resigned .	The lawyer resigned .	non-entailment
11610	11610	The artist next to the lawyer avoided the secretary .	The lawyer avoided the secretary .	non-entailment
11611	11611	The authors in front of the actors shouted .	The actors shouted .	non-entailment
11612	11612	The tourist behind the judges introduced the managers .	The judges introduced the managers .	non-entailment
11613	11613	The banker by the actors thanked the secretary .	The actors thanked the secretary .	non-entailment
11614	11614	The managers behind the lawyer danced .	The lawyer danced .	non-entailment
11615	11615	The actor by the tourists saw the lawyer .	The tourists saw the lawyer .	non-entailment
11616	11616	The artist near the students waited .	The students waited .	non-entailment
11617	11617	The president in front of the actor introduced the judge .	The actor introduced the judge .	non-entailment
11618	11618	The professors behind the manager mentioned the judge .	The manager mentioned the judge .	non-entailment
11619	11619	The athletes by the scientists advised the author .	The scientists advised the author .	non-entailment
11620	11620	The senators next to the secretary mentioned the actors .	The secretary mentioned the actors .	non-entailment
11621	11621	The doctor behind the secretary avoided the president .	The secretary avoided the president .	non-entailment
11622	11622	The artists behind the author called the president .	The author called the president .	non-entailment
11623	11623	The secretaries in front of the authors shouted .	The authors shouted .	non-entailment
11624	11624	The banker near the actors slept .	The actors slept .	non-entailment
11625	11625	The scientist in front of the doctor believed the actor .	The doctor believed the actor .	non-entailment
11626	11626	The judges by the lawyers recognized the banker .	The lawyers recognized the banker .	non-entailment
11627	11627	The scientist near the bankers introduced the artists .	The bankers introduced the artists .	non-entailment
11628	11628	The students next to the artist danced .	The artist danced .	non-entailment
11629	11629	The presidents by the athlete slept .	The athlete slept .	non-entailment
11630	11630	The students near the manager performed .	The manager performed .	non-entailment
11631	11631	The professors by the actor performed .	The actor performed .	non-entailment
11632	11632	The president by the lawyer encouraged the athlete .	The lawyer encouraged the athlete .	non-entailment
11633	11633	The doctor behind the lawyers encouraged the athlete .	The lawyers encouraged the athlete .	non-entailment
11634	11634	The doctor in front of the secretaries helped the actor .	The secretaries helped the actor .	non-entailment
11635	11635	The bankers behind the secretaries saw the author .	The secretaries saw the author .	non-entailment
11636	11636	The tourists near the senator waited .	The senator waited .	non-entailment
11637	11637	The senators next to the secretary slept .	The secretary slept .	non-entailment
11638	11638	The secretary behind the banker saw the professor .	The banker saw the professor .	non-entailment
11639	11639	The managers in front of the student slept .	The student slept .	non-entailment
11640	11640	The actor next to the lawyer introduced the president .	The lawyer introduced the president .	non-entailment
11641	11641	The professor in front of the judges performed .	The judges performed .	non-entailment
11642	11642	The secretary near the judge waited .	The judge waited .	non-entailment
11643	11643	The lawyer behind the tourist mentioned the judges .	The tourist mentioned the judges .	non-entailment
11644	11644	The managers near the lawyer admired the scientists .	The lawyer admired the scientists .	non-entailment
11645	11645	The actor in front of the senators ran .	The senators ran .	non-entailment
11646	11646	The athlete in front of the professor saw the tourists .	The professor saw the tourists .	non-entailment
11647	11647	The author next to the judges resigned .	The judges resigned .	non-entailment
11648	11648	The senators in front of the secretary supported the scientist .	The secretary supported the scientist .	non-entailment
11649	11649	The judge near the athletes danced .	The athletes danced .	non-entailment
11650	11650	The scientist in front of the athletes advised the secretaries .	The athletes advised the secretaries .	non-entailment
11651	11651	The lawyers next to the authors waited .	The authors waited .	non-entailment
11652	11652	The authors by the athletes slept .	The athletes slept .	non-entailment
11653	11653	The professor near the judges recommended the scientists .	The judges recommended the scientists .	non-entailment
11654	11654	The president near the artist recognized the actors .	The artist recognized the actors .	non-entailment
11655	11655	The tourists near the athlete saw the lawyers .	The athlete saw the lawyers .	non-entailment
11656	11656	The managers behind the senator supported the banker .	The senator supported the banker .	non-entailment
11657	11657	The secretary behind the athletes slept .	The athletes slept .	non-entailment
11658	11658	The judges near the scientist danced .	The scientist danced .	non-entailment
11659	11659	The athletes in front of the tourist thanked the actors .	The tourist thanked the actors .	non-entailment
11660	11660	The lawyer next to the author supported the athlete .	The author supported the athlete .	non-entailment
11661	11661	The tourists behind the senators called the secretaries .	The senators called the secretaries .	non-entailment
11662	11662	The managers by the doctors admired the scientist .	The doctors admired the scientist .	non-entailment
11663	11663	The president behind the actor ran .	The actor ran .	non-entailment
11664	11664	The athlete next to the judge recommended the student .	The judge recommended the student .	non-entailment
